field1,Id,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,IsOld,NumberTimePond,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyDebt,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,MonthlyPerPerson,MonthlyBalance,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,0 probability,1 probability
53051,53052,0,0.0,39,0,2,2,3488.0,3488.0,0,11,0.0,0.0,0,2,0,4,0,0.64087,0.35913
53052,53053,0,0.434324152,38,0,0,0,0.32685165,1495.6731504,4576,4,1525.3333333333333,3050.666666666667,0,1,0,2,0,0.9455,0.0545
53058,53059,0,0.00119996,74,1,0,0,0.765778126,3906.234220726,5101,9,5101.0,0.0,0,5,0,0,0,0.9765,0.0235
53064,53065,0,0.010017368,79,1,0,0,16.0,,,3,,,0,0,0,,0,0.99589,0.00411
53070,53071,0,0.0,28,0,0,0,0.30464267100000003,1167.695357943,3833,4,3833.0,0.0,0,1,0,0,0,0.93742,0.06258
53072,53073,0,0.101643013,35,0,0,0,0.43647647,2531.563526,5800,8,5800.0,0.0,0,1,0,0,0,0.96342,0.03658
53076,53077,0,0.095984631,44,0,0,0,3398.0,3398.0,,8,,,0,3,0,2,0,0.88452,0.11548
53077,53078,0,0.31420779600000004,69,0,0,0,0.429928345,2579.5700699999998,6000,23,6000.0,0.0,0,2,0,0,0,0.98974,0.01026
53088,53089,0,0.72631842,58,0,1,1,2559.0,2559.0,,7,,,0,1,0,0,0,0.84459,0.15541
53091,53092,0,0.002047011,63,0,0,0,0.216258702,1925.7837413099999,8905,10,8905.0,0.0,0,1,0,0,0,0.98721,0.01279
53093,53094,0,0.008187812,53,0,0,0,0.287754562,1087.7122443599999,3780,4,1890.0,1890.0,0,1,0,1,0,0.97289,0.02711
53098,53099,0,0.022936981000000002,56,0,1,1,0.143985953,983.856016849,6833,28,3416.5,3416.5,0,1,0,1,0,0.98817,0.01183
53105,53106,0,0.0,65,0,2,0,0.23951486,2586.760488,10800,5,10800.0,0.0,0,2,1,0,0,0.95559,0.04441
53108,53109,0,0.9999998999999999,49,0,2,2,0.32627014600000004,3987.6737244120004,12222,8,4074.0,8148.0,0,3,0,2,0,0.64447,0.35553
53109,53110,0,0.0,36,0,0,0,0.194634909,1617.8053636079999,8312,10,8312.0,0.0,0,1,0,0,0,0.97075,0.02925
53112,53113,0,0.219952297,69,0,0,0,0.104467891,801.895531316,7676,6,7676.0,0.0,0,0,0,0,0,0.98376,0.01624
53121,53122,0,0.020300568999999997,61,0,1,1,0.435828499,9239.5641788,21200,22,10600.0,10600.0,0,5,0,1,0,0.92448,0.07552
53123,53124,0,0.0,41,0,2,2,0.28331835899999996,2837.7166837439995,10016,5,3338.6666666666665,6677.333333333334,0,2,0,2,0,0.78538,0.21462
53127,53128,0,0.14912355800000002,75,1,0,0,0.17466410699999999,363.82533488099995,2083,7,2083.0,0.0,0,0,0,0,0,0.99042,0.00958
53141,53142,0,0.029496502,45,0,0,0,2758.0,2758.0,,8,,,0,2,0,0,0,0.92991,0.07009
53143,53144,0,0.7171427920000001,48,0,0,0,1.12184674,2355.878154,2100,9,1050.0,1050.0,0,2,0,1,0,0.943,0.057
53149,53150,0,0.0,23,0,0,0,0.0,,,2,,,0,0,0,0,0,0.89621,0.10379
53150,53151,0,0.064390244,76,1,0,0,33.0,,,7,,,0,0,0,0,0,0.99116,0.00884
53154,53155,0,0.585562134,36,0,3,3,0.33888511200000004,2990.6611134000004,8825,8,8825.0,0.0,0,2,0,0,0,0.55758,0.44242
53155,53156,0,0.011895795,58,0,0,0,0.0051979209999999994,12.994802499999999,2500,6,2500.0,0.0,0,0,0,0,0,0.981,0.019
53159,53160,0,0.096747581,63,0,0,0,0.025025137000000003,223.97497615000003,8950,9,8950.0,0.0,0,1,0,0,0,0.99219,0.00781
53170,53171,0,0.572327695,38,0,0,0,0.117998011,1067.88199955,9050,4,4525.0,4525.0,0,0,0,1,0,0.91035,0.08965
53181,53182,0,0.9999998999999999,59,0,0,0,0.379572206,2998.6204274,7900,5,1975.0,5925.0,0,3,0,3,0,0.89863,0.10137
53197,53198,0,0.040866458,60,0,0,0,1693.0,1693.0,,5,,,0,1,0,0,0,0.97168,0.02832
53200,53201,0,0.21163067100000002,43,0,0,0,0.14559721,500.8544024,3440,7,1146.6666666666667,2293.333333333333,0,0,0,2,0,0.95974,0.04026
53206,53207,0,0.016233697,54,0,0,0,1350.0,1350.0,,9,,,0,2,0,1,0,0.96012,0.03988
53221,53222,0,0.009327661999999999,41,0,1,1,0.257319686,1080.7426811999999,4200,5,2100.0,2100.0,0,1,0,1,0,0.93477,0.06523
53228,53229,0,0.042575286,49,0,0,0,33.0,,,6,,,0,0,0,0,0,0.97621,0.02379
53232,53233,0,0.9999998999999999,60,0,1,1,1981.0,1981.0,,4,,,0,1,0,0,0,0.7428,0.2572
53236,53237,0,0.250043017,62,0,0,0,0.385722855,1928.614275,5000,8,5000.0,0.0,0,1,0,0,0,0.98636,0.01364
53240,53241,0,0.15956134800000002,40,0,0,0,0.30314398,1696.6968560599998,5597,5,2798.5,2798.5,0,1,0,1,0,0.89006,0.10995
53242,53243,1,0.9999998999999999,58,0,7,0,0.0,,,1,,,1,0,2,0,1,0.4072,0.5928
53247,53248,0,0.051162307000000004,68,0,0,0,1.004144891,5570.995855268,5548,15,5548.0,0.0,0,3,0,0,0,0.97799,0.02201
53250,53251,1,1.463064879,50,0,2,0,0.40689330700000004,3458.5931095000005,8500,20,4250.0,4250.0,0,1,1,1,0,0.84595,0.15405
53253,53254,0,0.97580242,52,0,0,0,0.303792251,736.696208675,2425,6,2425.0,0.0,0,0,0,0,0,0.93809,0.06191
53258,53259,0,0.001446109,90,1,0,0,2.0,,,4,,,0,0,0,0,0,0.99272,0.00728
53271,53272,0,0.143590426,51,0,0,0,0.21196467300000002,1271.7880380000001,6000,10,6000.0,0.0,0,0,0,0,0,0.97994,0.02006
53279,53280,0,0.08479788,64,0,0,0,2792.0,2792.0,,3,,,0,2,0,0,0,0.95049,0.04951
53289,53290,0,0.043118576,85,1,0,0,823.0,823.0,,8,,,0,1,0,,0,0.99588,0.00412
53292,53293,0,0.6392328420000001,52,0,0,0,3223.0,3223.0,,20,,,0,2,0,0,0,0.92228,0.07772
53293,53294,0,0.069446085,54,0,0,0,1247.0,1247.0,,4,,,0,1,0,0,0,0.96583,0.03417
53295,53296,0,0.8131135620000001,48,0,0,0,0.43917793,2371.560822,5400,5,5400.0,0.0,0,1,0,0,0,0.96282,0.03718
53298,53299,0,0.16999123800000002,41,0,0,0,0.105378924,526.89462,5000,9,2500.0,2500.0,0,0,0,1,0,0.96943,0.03057
53304,53305,0,0.0046807509999999995,72,1,0,0,8.0,,,4,,,0,0,0,,0,0.99627,0.00373
53311,53312,0,0.046106007000000004,79,1,0,0,0.11036036,48.88963948,443,6,443.0,0.0,0,0,0,0,0,0.98678,0.01322
53312,53313,0,0.055623035,52,0,2,0,0.311684601,3272.6883105,10500,20,2100.0,8400.0,0,3,1,4,0,0.9399,0.0601
53318,53319,0,0.243720031,65,0,0,0,619.0,619.0,,8,,,0,1,0,0,0,0.98075,0.01925
53319,53320,0,6.85675E-4,53,0,0,0,0.205424661,3286.7945760000002,16000,17,8000.0,8000.0,0,1,0,1,0,0.98707,0.01293
53324,53325,0,0.897796818,48,0,6,3,0.17323922100000003,1128.8267640360002,6516,13,3258.0,3258.0,1,1,0,1,1,0.43148,0.56852
53326,53327,0,0.043720983,39,0,0,0,6295.0,6295.0,,12,,,0,4,0,0,0,0.79724,0.20276
53327,53328,0,0.088451781,52,0,0,0,1.270864568,2541.729136,2000,9,2000.0,0.0,0,2,0,0,0,0.97003,0.02997
53339,53340,0,0.048859470999999995,42,0,0,0,0.34259134399999996,2540.657407104,7416,8,1854.0,5562.0,0,2,0,3,0,0.96426,0.03574
53343,53344,0,0.562919583,30,0,1,1,172.0,172.0,,6,,,0,0,0,0,0,0.7035,0.2965
53346,53347,0,0.09734128199999999,35,0,1,1,0.597463827,3674.40253605,6150,8,1537.5,4612.5,0,2,0,3,0,0.79504,0.20496
53349,53350,0,0.061787750999999995,45,0,0,0,0.323397772,3395.6766059999995,10500,17,2100.0,8400.0,0,2,0,4,0,0.97196,0.02804
53350,53351,0,0.048883764,58,0,0,0,5213.0,5213.0,0,10,0.0,0.0,0,3,0,0,0,0.93751,0.06249
53351,53352,0,0.756949933,60,0,0,0,0.42235329999999993,4152.577645599999,9832,12,4916.0,4916.0,0,2,0,1,0,0.97815,0.02185
53353,53354,0,0.46454502,60,0,0,0,2037.0,2037.0,,9,,,0,2,0,0,0,0.96281,0.03719
53357,53358,0,0.0,56,0,0,0,0.234362502,1464.7656375,6250,3,6250.0,0.0,0,2,0,0,0,0.97893,0.02107
53358,53359,0,0.063823404,67,0,0,0,81.0,,,4,,,0,0,0,0,0,0.9888,0.0112
53372,53373,0,0.123284857,68,0,0,0,0.055193692,160.94480587200002,2916,7,2916.0,0.0,0,0,0,0,0,0.98684,0.01316
53379,53380,0,0.15117017,39,0,0,0,0.269761512,3596.7302394959997,13333,10,6666.5,6666.5,0,2,0,1,0,0.94056,0.05944
53385,53386,0,0.003001855,37,0,0,0,0.084766094,211.915235,2500,6,2500.0,0.0,0,0,0,0,0,0.95733,0.04267
53391,53392,0,0.233076692,78,1,1,1,0.388261433,2096.6117381999998,5400,10,1080.0,4320.0,0,1,0,4,0,0.94704,0.05296
53395,53396,0,0.314212233,60,0,3,3,0.34110085799999995,9499.6588953,27850,24,9283.333333333334,18566.666666666664,0,3,0,2,0,0.79998,0.20002
53398,53399,0,0.0,53,0,0,0,1647.0,1647.0,,4,,,0,1,0,0,0,0.95899,0.04101
53405,53406,0,0.023319067000000002,85,1,0,0,18.0,,,8,,,0,0,0,0,0,0.99187,0.00813
53422,53423,0,0.9999998999999999,37,0,0,0,1748.0,1748.0,,2,,,0,1,0,2,0,0.74319,0.25681
53428,53429,0,0.096642458,88,1,0,0,0.240386551,1193.759612266,4966,7,2483.0,2483.0,0,1,0,1,0,0.99013,0.00987
53431,53432,0,0.812187812,47,0,0,0,0.33092606,5956.669080000001,18000,6,4500.0,13500.0,0,4,0,3,0,0.87982,0.12018
53437,53438,0,0.845708522,35,0,0,0,2.415056629,3622.5849435,1500,14,375.0,1125.0,0,1,0,3,0,0.93008,0.06992
53438,53439,0,0.0076025369999999995,69,0,0,0,0.12214630900000001,732.8778540000001,6000,6,3000.0,3000.0,0,1,0,1,0,0.98509,0.01491
53440,53441,0,4.05582E-4,69,0,0,0,0.24983027800000002,1471.750167698,5891,16,5891.0,0.0,0,1,0,0,0,0.98413,0.01587
53450,53451,0,0.02539195,59,0,0,0,0.233981281,974.766016646,4166,4,4166.0,0.0,0,1,0,0,0,0.98022,0.01978
53455,53456,0,0.162396956,48,0,0,0,0.601844735,782.3981555,1300,11,1300.0,0.0,0,0,0,0,0,0.97916,0.02084
53458,53459,1,0.9999998999999999,36,0,14,0,0.112864658,471.88713509800004,4181,1,4181.0,0.0,4,0,1,0,1,0.32909,0.67091
53459,53460,0,0.166119126,57,0,7,4,0.10818487,418.89181664,3872,4,1936.0,1936.0,1,0,0,1,1,0.39551,0.60449
53462,53463,0,0.03646391,40,0,0,0,0.011415715,136.98857999999998,12000,4,2400.0,9600.0,0,0,0,4,0,0.96084,0.03916
53463,53464,0,0.46478923,32,0,0,0,0.057155323,392.942845625,6875,5,2291.6666666666665,4583.333333333334,0,0,0,2,0,0.92779,0.07221
53467,53468,0,0.040814382999999996,58,0,0,0,0.19019049,1267.80980634,6666,11,1666.5,4999.5,0,2,0,3,0,0.97801,0.02199
53468,53469,0,0.0,65,0,0,0,0.0060901340000000005,134.993910244,22166,9,22166.0,0.0,0,1,0,0,0,0.99555,0.00445
53469,53470,0,0.221067481,70,0,0,0,0.06557377,387.93442332,5916,7,5916.0,0.0,0,0,0,0,0,0.9869,0.0131
53470,53471,0,0.12528423800000002,53,0,0,0,0.28458942600000003,758.7154097160001,2666,23,2666.0,0.0,0,0,0,0,0,0.98558,0.01442
53471,53472,0,0.09370302900000001,49,0,0,0,1455.0,1455.0,,9,,,0,1,0,0,0,0.9628,0.0372
53479,53480,0,0.01675476,76,1,0,0,0.005998666999999999,26.994001499999996,4500,3,4500.0,0.0,0,0,0,0,0,0.98864,0.01136
53481,53482,0,0.289694735,52,0,0,0,0.459734167,1175.5402650190001,2557,8,2557.0,0.0,0,0,0,0,0,0.9766,0.0234
53495,53496,0,0.530529398,41,0,0,0,0.325030804,3692.674964244,11361,12,2840.25,8520.75,0,1,0,3,0,0.94227,0.05773
53501,53502,0,0.904054797,34,0,0,0,0.31362467899999996,731.6863761069999,2333,3,777.6666666666666,1555.3333333333335,0,0,0,2,0,0.86683,0.13317
53507,53508,0,0.45625729,35,0,0,0,0.589138782,2147.41086039,3645,4,1215.0,2430.0,0,1,0,2,0,0.94148,0.05852
53508,53509,0,0.280652517,39,0,9,6,0.25796314800000003,1805.7420360000003,7000,18,7000.0,0.0,1,1,0,0,1,0.39336,0.60664
53510,53511,0,0.65591803,45,0,0,0,0.8940969440000001,5588.1059000000005,6250,16,1562.5,4687.5,0,1,0,3,0,0.83464,0.16536
53511,53512,0,0.040664045,89,1,0,0,0.013317337,110.986686558,8334,11,8334.0,0.0,0,0,0,0,0,0.99467,0.00533
53515,53516,0,0.021812227000000003,62,0,0,0,0.0072846740000000005,50.992718,7000,7,7000.0,0.0,0,0,0,0,0,0.98934,0.01066
53527,53528,0,0.33729485,52,0,1,1,0.096700471,676.903297,7000,10,3500.0,3500.0,0,0,0,1,0,0.96059,0.03941
53536,53537,0,0.10483477599999999,40,0,3,0,0.135372925,676.864625,5000,11,1250.0,3750.0,1,0,0,3,0,0.75042,0.24958
53548,53549,1,0.9999998999999999,73,1,6,0,0.39055529899999997,2538.6094435,6500,4,1300.0,5200.0,2,1,0,4,1,0.44597,0.55403
53549,53550,0,0.9999998999999999,42,0,0,0,0.073077839,306.9269238,4200,1,2100.0,2100.0,0,0,0,1,0,0.9037,0.0963
53551,53552,0,0.256752068,44,0,0,0,0.7434962079999999,7744.256502527999,10416,10,2604.0,7812.0,0,3,0,3,0,0.93525,0.06475
53553,53554,0,0.090699116,63,0,0,0,0.010689106,46.989309976,4396,2,2198.0,2198.0,0,0,0,1,0,0.98131,0.01869
53555,53556,0,0.021158483,79,1,0,0,0.119584395,609.8804145,5100,8,5100.0,0.0,0,1,0,0,0,0.99307,0.00693
53557,53558,0,0.054421564000000006,82,1,1,1,0.263812332,2057.7361895999998,7800,11,7800.0,0.0,0,2,0,0,0,0.9757,0.0243
53558,53559,0,0.025482908999999998,61,0,0,0,2456.0,2456.0,,4,,,0,1,0,0,0,0.95599,0.04401
53560,53561,0,0.022915138999999998,82,1,0,0,0.00751729,74.99248504,9976,5,9976.0,0.0,0,0,0,0,0,0.9958,0.0042
53562,53563,0,0.690629411,50,0,0,0,0.664094019,3785.3359083,5700,19,5700.0,0.0,0,2,0,0,0,0.9348,0.0652
53567,53568,0,0.44215650799999995,40,0,1,1,0.5632614810000001,1802.4367392000001,3200,8,3200.0,0.0,0,1,0,0,0,0.90585,0.09415
53571,53572,0,0.032514794,68,0,0,0,0.010576923,54.989422677,5199,5,5199.0,0.0,0,0,0,0,0,0.98994,0.01006
53576,53577,0,0.004476854000000001,75,1,0,0,0.001582278,7.99841529,5055,2,5055.0,0.0,0,0,0,0,0,0.99034,0.00966
53586,53587,0,0.073262551,42,0,0,0,0.045244344000000006,361.95475200000004,8000,6,8000.0,0.0,0,0,0,0,0,0.97856,0.02144
53588,53589,0,0.807596202,37,0,0,0,0.238135237,566.76186406,2380,5,2380.0,0.0,0,0,0,0,0,0.93669,0.06331
53593,53594,0,0.079620161,61,0,0,0,1327.0,1327.0,,16,,,0,1,0,0,0,0.98081,0.01919
53597,53598,1,0.40797333399999997,29,0,0,0,0.187893728,685.8121072,3650,4,3650.0,0.0,0,0,0,0,0,0.92342,0.07658
53602,53603,0,0.007710323000000001,71,1,0,0,8.0,,,2,,,0,0,0,1,0,0.9832,0.0168
53607,53608,0,0.093490651,41,0,0,0,0.22440944899999998,1196.7755915169998,5333,7,1333.25,3999.75,0,2,0,3,0,0.95519,0.04481
53609,53610,0,9.2147E-4,66,0,0,0,115.0,115.0,,3,,,0,0,0,,0,0.99211,0.00789
53611,53612,0,0.254197742,56,0,0,0,0.239444937,810.760556682,3386,3,1693.0,1693.0,0,0,0,1,0,0.97853,0.02147
53615,53616,0,0.248071963,44,0,0,0,0.11700314,1303.88299216,11144,9,2786.0,8358.0,0,0,0,3,0,0.96634,0.03366
53616,53617,0,0.021554358,38,0,0,0,0.343314501,1822.656685809,5309,6,5309.0,0.0,0,1,0,0,0,0.96962,0.03038
53619,53620,0,0.35399755,63,0,0,0,0.8919087790000001,2854.1080928,3200,12,1600.0,1600.0,0,2,0,1,0,0.97188,0.02812
53620,53621,0,0.034609736,65,0,0,0,2126.0,2126.0,,17,,,0,1,0,0,0,0.98357,0.01643
53623,53624,0,0.31590736399999997,52,0,0,0,0.231574053,995.7684279,4300,4,4300.0,0.0,0,0,0,0,0,0.97582,0.02418
53624,53625,0,0.024091426000000003,94,1,0,0,29.0,0.0,0,3,0.0,0.0,0,0,0,0,0,0.9909,0.0091
53628,53629,0,0.324275073,37,0,0,0,0.428228589,2854.571774274,6666,11,3333.0,3333.0,0,3,0,1,0,0.94947,0.05053
53633,53634,0,0.119967443,56,0,0,0,2179.0,2179.0,,7,,,0,1,0,0,0,0.96248,0.03752
53634,53635,0,0.146055205,44,0,0,0,0.29725229,356.702748,1200,4,1200.0,0.0,0,0,0,0,0,0.95519,0.04481
53640,53641,0,0.0,59,0,0,0,0.387808975,4847.6121875,12500,3,6250.0,6250.0,0,1,0,1,0,0.9636,0.0364
53646,53647,0,0.028637079,74,1,0,0,0.01998002,19.98002,1000,2,1000.0,0.0,0,0,0,0,0,0.98682,0.01318
53647,53648,1,1.06185567,61,0,3,1,2170.0,2170.0,,9,,,0,2,1,0,0,0.65459,0.34541
53649,53650,1,0.9999998999999999,52,0,6,0,4.0,,,1,,,2,0,0,0,1,0.44388,0.55612
53654,53655,0,0.007874803,92,1,0,0,0.001079914,8.998923362,8333,1,8333.0,0.0,0,0,0,0,0,0.99173,0.00827
53661,53662,0,0.283472444,61,0,0,0,0.7553870020000001,4381.2446116,5800,22,1450.0,4350.0,0,2,0,3,0,0.97145,0.02855
53672,53673,0,0.0,60,0,0,0,0.38228605600000004,3193.6177118240003,8354,6,4177.0,4177.0,0,1,0,1,0,0.98128,0.01872
53681,53682,0,0.890036512,47,0,0,0,886.0,886.0,,4,,,0,0,0,0,0,0.94376,0.05624
53685,53686,0,0.033650329,37,0,0,0,0.431913617,2159.5680850000003,5000,4,1666.6666666666667,3333.333333333333,0,1,0,2,0,0.92727,0.07273
53691,53692,0,0.261297295,73,1,0,0,0.46229648700000003,1078.537704171,2333,13,2333.0,0.0,0,0,0,0,0,0.99024,0.00976
53693,53694,0,0.157412315,43,0,0,0,0.33870118899999996,3217.6612954999996,9500,14,9500.0,0.0,0,2,0,0,0,0.9798,0.0202
53695,53696,0,0.0,90,1,0,0,0.0,0.0,6601,6,6601.0,0.0,0,0,0,0,0,0.99391,0.00609
53702,53703,0,0.268687902,35,0,0,0,0.315052842,1102.684947,3500,11,1750.0,1750.0,0,0,0,1,0,0.95198,0.04802
53705,53706,0,0.0,38,0,0,0,0.05527266,596.944728,10800,6,10800.0,0.0,0,0,0,0,0,0.97962,0.02038
53710,53711,0,0.9999998999999999,46,0,0,0,0.029411765,35.970588595,1223,2,611.5,611.5,0,0,0,1,0,0.89,0.11
53711,53712,0,0.833488639,65,0,3,3,2439.0,2439.0,,8,,,0,2,0,0,0,0.68127,0.31873
53717,53718,0,0.045734197000000004,45,0,0,0,1.019992003,2549.9800075000003,2500,16,2500.0,0.0,0,2,0,0,0,0.97204,0.02796
53725,53726,0,0.010998021,77,1,0,0,0.348826715,772.651173725,2215,9,2215.0,0.0,0,1,0,0,0,0.98904,0.01096
53727,53728,0,0.029934937999999998,32,0,0,0,0.126312281,757.873686,6000,8,6000.0,0.0,0,0,0,0,0,0.96573,0.03427
53732,53733,0,0.042661687000000004,64,0,0,0,0.592734544,3556.4072640000004,6000,8,6000.0,0.0,0,1,0,0,0,0.97997,0.02003
53741,53742,0,0.0,71,1,0,0,0.219830899,285.7801687,1300,9,1300.0,0.0,0,0,0,0,0,0.98736,0.01264
53746,53747,1,0.0,49,0,3,3,0.289413307,882.71058635,3050,5,1525.0,1525.0,0,0,0,1,0,0.63008,0.36992
53752,53753,0,0.9999998999999999,41,0,0,0,613.0,613.0,,4,,,0,0,0,0,0,0.84087,0.15913
53754,53755,0,0.818055601,75,1,1,1,0.575790327,2130.4242099,3700,9,3700.0,0.0,0,0,0,0,0,0.9576,0.0424
53755,53756,1,0.9999998999999999,47,0,3,0,1169.0,1169.0,,1,,,1,1,0,0,1,0.4741,0.5259
53763,53764,1,0.854019917,34,0,2,0,869.0,869.0,,6,,,0,0,1,0,0,0.81542,0.18458
53765,53766,0,0.24506013199999999,41,0,1,1,0.554991792,3718.4450064000002,6700,6,2233.3333333333335,4466.666666666666,0,1,0,2,0,0.7653,0.2347
53775,53776,0,0.025062187000000003,48,0,0,0,0.405711389,2400.594288713,5917,12,1479.25,4437.75,0,2,0,3,0,0.96278,0.03722
53779,53780,0,0.024231127999999998,32,0,0,0,0.146979003,1028.853021,7000,14,7000.0,0.0,0,0,0,0,0,0.97526,0.02474
53780,53781,0,0.20765282300000001,32,0,0,0,0.13316672599999999,372.86683279999994,2800,5,2800.0,0.0,0,0,0,0,0,0.94151,0.05849
53782,53783,0,0.01577925,68,0,0,0,921.0,921.0,,13,,,0,1,0,,0,0.99475,0.00525
53783,53784,0,0.230713303,42,0,0,0,0.313256777,4009.6867456,12800,13,4266.666666666667,8533.333333333332,0,3,0,2,0,0.95882,0.04118
53784,53785,0,0.080878614,78,1,0,0,0.080153588,667.919848804,8333,4,2777.6666666666665,5555.333333333334,0,1,0,2,0,0.98835,0.01165
53786,53787,0,0.031124605,70,0,0,0,61.0,,,11,,,0,0,0,0,0,0.99108,0.00892
53787,53788,1,0.9999998999999999,56,0,7,1,2538.0,2538.0,,3,,,2,1,0,0,1,0.365,0.635
53795,53796,0,0.997684308,39,0,0,0,0.202658212,1661.7973384,8200,6,4100.0,4100.0,0,0,0,1,0,0.85078,0.14922
53797,53798,0,0.9999998999999999,46,0,3,1,426.0,426.0,,3,,,0,0,1,2,1,0.44996,0.55004
53799,53800,0,0.12205664199999999,40,0,0,0,0.208865248,2944.791131552,14099,10,14099.0,0.0,0,2,0,0,0,0.94643,0.05357
53805,53806,0,0.186855183,65,0,0,0,1520.0,1520.0,,9,,,0,1,0,0,0,0.97487,0.02513
53806,53807,0,0.123496118,59,0,0,0,1433.0,1433.0,,14,,,0,1,0,0,0,0.97745,0.02255
53809,53810,0,0.010159282,68,0,0,0,0.18997765,1614.810025,8500,13,8500.0,0.0,0,3,0,0,0,0.9906,0.0094
53813,53814,0,0.316706906,50,0,0,0,0.46652144,4068.53347824,8721,9,4360.5,4360.5,0,2,0,1,0,0.97113,0.02887
53815,53816,0,0.080251029,41,0,0,0,0.147533252,1563.8524712,10600,6,2120.0,8480.0,0,1,0,4,0,0.95731,0.04269
53820,53821,0,0.86203845,57,0,0,0,0.682923921,5726.317077585,8385,18,8385.0,0.0,0,1,0,0,0,0.96266,0.03734
53824,53825,0,0.9921090579999999,53,0,0,0,0.626604925,2976.37339375,4750,9,2375.0,2375.0,0,1,0,1,0,0.94585,0.05415
53826,53827,0,0.17748225199999998,71,1,0,0,0.114735658,917.885264,8000,3,8000.0,0.0,0,1,0,0,0,0.99107,0.00893
53829,53830,0,0.442368548,40,0,0,0,0.144009031,892.8559922000001,6200,4,6200.0,0.0,0,0,0,0,0,0.96177,0.03823
53836,53837,0,0.160126888,38,0,0,0,0.292977223,2160.707019625,7375,4,7375.0,0.0,0,1,0,0,0,0.95572,0.04428
53840,53841,0,0.098898082,79,1,0,0,0.029988005,74.97001250000001,2500,4,2500.0,0.0,0,0,0,0,0,0.98667,0.01333
53843,53844,0,0.508632301,43,0,0,0,0.217869665,1801.7821295499998,8270,7,2756.6666666666665,5513.333333333334,0,2,0,2,0,0.94617,0.05383
53856,53857,0,0.29663920000000005,23,0,0,0,0.06054812,94.93945216,1568,3,1568.0,0.0,0,0,0,0,0,0.8869,0.1131
53860,53861,0,0.02980549,85,1,0,0,0.017988008,26.982012,1500,4,1500.0,0.0,0,0,0,0,0,0.99029,0.00971
53868,53869,0,0.052437637999999995,80,1,1,1,0.049011177999999996,113.95098884999999,2325,5,2325.0,0.0,0,0,0,0,0,0.96806,0.03194
53869,53870,0,0.47053169100000003,52,0,0,0,0.36733938200000005,1983.6326628000002,5400,12,5400.0,0.0,0,1,0,0,0,0.97412,0.02588
53870,53871,0,0.100913893,66,0,0,0,0.115194861,3478.8848021999997,30200,8,30200.0,0.0,0,2,0,0,0,0.99474,0.00526
53875,53876,1,0.9999998999999999,56,0,0,0,0.0,0.0,1096,0,548.0,548.0,0,0,0,1,0,0.86276,0.13724
53898,53899,0,0.888634065,47,0,0,0,0.392288617,4903.6077125,12500,14,12500.0,0.0,0,2,0,0,0,0.96252,0.03748
53900,53901,0,0.049398765,67,0,0,0,153.0,153.0,,9,,,0,0,0,0,0,0.98404,0.01596
53901,53902,0,0.427883973,47,0,0,0,0.701621862,3157.298379,4500,16,1500.0,3000.0,0,2,0,2,0,0.96876,0.03124
53906,53907,0,0.35931776299999996,43,0,0,0,0.757207132,4543.242792,6000,14,1500.0,4500.0,0,2,0,3,0,0.8767,0.1233
53907,53908,0,0.04644562,50,0,1,1,0.255459509,1122.7445420549998,4395,5,4395.0,0.0,0,2,0,0,0,0.9413,0.0587
53911,53912,0,0.072717829,43,0,0,0,0.357910522,1431.642088,4000,4,2000.0,2000.0,0,2,0,1,0,0.94903,0.05097
53913,53914,0,0.9999998999999999,69,0,0,0,964.0,964.0,,1,,,0,0,0,0,0,0.93518,0.06482
53921,53922,0,0.034209743,50,0,0,0,0.087481775,419.91252,4800,5,4800.0,0.0,0,0,0,0,0,0.97765,0.02235
53926,53927,0,0.447988513,32,0,1,1,0.099800036,548.9001979999999,5500,7,5500.0,0.0,0,0,0,0,0,0.9147,0.0853
53941,53942,1,0.637932849,29,0,4,2,0.492922565,591.507078,1200,13,1200.0,0.0,0,0,1,0,1,0.47218,0.52782
53944,53945,0,0.6765855190000001,48,0,0,0,0.705569837,4116.294429058,5834,14,1944.6666666666667,3889.333333333333,0,2,0,2,0,0.94601,0.05399
53951,53952,0,0.073313676,71,1,1,1,0.306862146,3013.693135866,9821,13,9821.0,0.0,0,1,0,0,0,0.97713,0.02287
53953,53954,0,0.00469048,34,0,1,1,0.180465563,751.819535458,4166,5,4166.0,0.0,0,0,0,0,0,0.92175,0.07825
53954,53955,0,0.097371582,70,0,0,0,0.363946042,2670.636056196,7338,7,3669.0,3669.0,0,1,0,1,0,0.99057,0.00943
53964,53965,0,0.183605465,36,0,9,3,0.151511587,1287.8484895,8500,5,8500.0,0.0,0,0,3,0,1,0.38978,0.61022
53972,53973,0,0.040097703,69,0,0,0,36.0,36.0,1,8,1.0,0.0,0,0,0,0,0,0.98593,0.01407
53977,53978,0,0.28389209,66,0,0,0,0.385087845,2695.614915,7000,8,2333.3333333333335,4666.666666666666,0,2,0,2,0,0.97346,0.02654
53984,53985,0,0.8692160309999999,49,0,5,0,0.271004648,1515.728996264,5593,8,1118.6,4474.4,1,0,1,4,1,0.46789,0.53211
